bor;an;fi;rs;rscom;fi_ej;grp;stj;stjr;cat;catr;espic;mft;ccr;nat;sir;reg;dep;reg_diff;dep_diff;TSANT;COMINSEE;NOMCOM;ARMT;CHLEJ0;FIPRE;ETAT_SAISIE;FINRAT;VAGUE;PROVENANCE;NUMVOI;TYPVOI;NOMVOI;BP;CPO;LIBCOM;COMPD;FILIALE0;SIRTET;RSTET;FIAUT1;RSAUT1;FIAUT2;RSAUT2;FIAUT3;RSAUT3;FIAUT4;RSAUT4;FIAUT5;RSAUT5;FIAUT6;RSAUT6;FIAUT7;RSAUT7;DADS_C1;DADS_C2;DADS_C3;DADS_C4;DADS_D1;MODEJ;TYPMD1;TYPMD2;TYPMD3;FIFU1;FIFU2;FIFU3;SCFU1;SCFU2;SCFU3;VAL;RESPREG
ID;2016;150780120;CLINIQUE DU HAUT CANTAL;;150000065;09;73;2;365;PLU4;0;1;5;0;40612001400021;84;15;84;15;83S0000002;15162;RIOM-ES-MONTAGNES;;;;6;;2;1;;;;LE SEDOUR;15400;RIOM ES MONTAGNES;;;;;;GCS PUI;;;;;;;;;;;;;;40612001400021;;;0;0;;;;;;;;;;P;184
ID;2016;150780708;CENTRE MEDICAL M. DELORT;;870015336;09;40;3;109;PNL8;6;1;4;0;42397779200070;84;15;84;15;83S0000002;15258;VIC-SUR-CERE;;0;;6;;1;1;5;AV;DUCHESSE FONTANGES;;15800;VIC SUR CERE;;1;442013959;UGECAM ALPC;;;;;;;;;;;;;;;442013959;;;;0;0;;;;;;;;;;P;184
ID;2016;150780732;CENTRE MEDICO CHIRURGICAL TRONQUIERES;;150000271;09;73;2;365;PLU4;0;4;5;0;38980638100015;84;15;84;15;83S0000002;15014;AURILLAC;;0;;6;;2;1;83;AV;CHARLES DE GAULLE;BP 349;15000;AURILLAC;;1;802799171;groupe ELSAN;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;P;184
ID;2016;150780773;SERVICE DE PSYCHIATRIE;CENTRE HOSPITALIER SAINT FLOUR;150780088;14;13;1;355;PUB2;1;0;;0;26150013600039;84;15;84;15;83S0000002;15187;SAINT-FLOUR;;0;;6;150780088;1;1;;;VOLZAC;;15100;ST FLOUR;;;;;150000032;Centre Hospitalier de SAINT-FLOUR;150782324;Unité de Soins de Longue Durée;;;;;;;;;;;261500136;26150013600013;;;0;0;;;;;;;;;;P;184
ID;2016;150780823;CTRE HOSP ANNEXE CUEILHES;;150780096;14;13;1;355;PUB2;1;0;;0;26150284300012;84;15;84;15;83S0000002;15014;AURILLAC;;;;6;150780096;1;1;;RTE;D'YTRAC;;15000;AURILLAC;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;P;184
ID;2016;150782944;CENTRE DE READAPTATION DE MAURS;;150002566;15;60;3;430;PNL7;6;1;1;0;42386550000015;84;15;84;15;83S0000002;15122;MAURS;;0;;6;;1;1;;R;ANDRÉ MOULY;LOU PUET;15600;MAURS;;0;;;;;;;;;;;;;;;;;423865500;42386550000015;;;0;0;;;;;;;;;;P;184
ID;2016;160000170;CLINIQUE SAINT-JOSEPH - ANGOULEME;;160000204;09;73;2;128;PLU4;0;4;5;0;59182010500011;75;16;75;16;54S0000001;16015;ANGOULEME;;0;;6;;2;2;51;AV;DU PDT WILSON;;16021;ANGOULEME CEDEX;;0;;;;;;;;;;;;;;;;;;59182010500011;;;0;0;;;;;;;;;;P;175
ID;2016;160000188;CTRE HOSPITALIER DE LA ROCHEFOUCAULD;;160000121;04;13;1;106;PUB2;1;0;;0;26160026600017;75;16;75;16;54S0000001;16281;LA ROCHEFOUCAULD;;0;;6;160000121;1;1;;PL;DU CHAMP DE FOIRE;;16110;LA ROCHEFOUCAULD;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;P;175
ID;2016;160000253;CENTRE HOSPITALIER D'ANGOULEME;;160000451;04;13;1;355;PUB2;1;0;;0;26160034000010;75;16;75;16;54S0000001;16015;ANGOULEME;;0;;6;160000451;1;1;;RPT;DE GIRAC;CS 55015 SAINT-MICHEL;16959;ANGOULEME CEDEX 9;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;P;175
ID;2016;160000261;CHI DU PAYS DE COGNAC - SSR;;160014411;04;14;1;355;PUB2;1;0;;0;20001870300013;75;16;75;16;54S0000001;16102;COGNAC;;0;;6;160014411;1;1;71;AV;D ANGOULEME;CS 50264 - CHATEAUBERNARD;16112;COGNAC CEDEX;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;P;175
ID;2016;160000279;CLINIQUE DE COGNAC;;160000212;09;73;2;128;PLU4;0;5;5;0;90722003200029;75;16;75;16;54S0000001;16102;COGNAC;;0;;6;;2;1;71;AV;D'ANGOULEME;BP 10260;16112;COGNAC CEDEX;;0;;;;;;;;;;;;;;;;;;90722003200029;;;0;0;;;;;;;;;;P;175
ID;2016;160000303;CH HOPITAUX SUD-CHARENTE - BARBEZIEUX;;160006037;04;14;1;355;PUB2;1;0;;0;26161071100010;75;16;75;16;54S0000001;16028;BARBEZIEUX-SAINT-HILAIRE;;0;;6;160006037;1;1;;RTE;DE SAINT BONNET;BP 50031;16300;BARBEZIEUX ST HILAIRE;;;;;;;;;;;;;;;;;;;261610711;26161071100010;26161071100085;;0;0;;;;;;;;;;P;175
ID;2016;160000311;CENTRE HOSPITALIER - CONFOLENS;;160000485;04;13;1;355;PUB2;1;0;;0;26160022500062;75;16;75;16;54S0000001;16106;CONFOLENS;;0;;6;160000485;1;1;;R;MARCEL PERROT;BP 50083;16500;CONFOLENS;;;;;;;;;;;;;;;;;;;261600225;26160022500062;26160022500070;;0;0;;;;;;;;;;P;175
ID;2016;160000337;CENTRE HOSPITALIER DE RUFFEC;;160000493;04;13;1;355;PUB2;1;0;;0;26160028200014;75;16;75;16;54S0000001;16292;RUFFEC;;0;;6;160000493;1;1;15;R;DE L HOPITAL;BP 40071;16700;RUFFEC;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;P;175
ID;2016;160000345;CH CAMILLE CLAUDEL - LA COURONNE;;160000501;14;11;1;292;PUB3;1;0;;0;26160032400014;75;16;75;16;54S0000001;16113;LA COURONNE;;0;;6;160000501;1;1;;RTE;DE BORDEAUX;CS 90025;16400;LA COURONNE;;;;;;;;;;;;;;;;;;;261600324;26160032400014;;;0;0;;;;;;;;;;P;175
ID;2016;160000360;CTRE HOSPITALIER DE CHATEAUNEUF;;160000519;04;13;1;106;PUB2;1;0;;0;26160018300014;75;16;75;16;54S0000001;16090;CHATEAUNEUF-SUR-CHARENTE;;0;;6;160000519;1;1;;PL;DE L'EGLISE;;16120;CHATEAUNEUF SUR CHARENTE;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;P;175
ID;2016;160002036;HOSP. A DOMICILE - HAD (MUT. 16);;160009908;09;47;3;127;PNL10;6;1;1;0;78116628500424;75;16;75;16;54S0000001;16015;ANGOULEME;;0;;6;;1;1;4;CHE;DE FREGENEUIL;CS 72504 SOYAUX;16025;ANGOULEME CEDEX;;0;;;;;;;;;;;;;;;;;781166285;78116628500424;;;;0;;;;;;;;;;P;175
ID;2016;160006110;AURA POITOU-CH - LA COURONNE;A L'ATTENTION DE M. WALRAVE;860000348;07;60;3;146;PNL5;6;4;1;0;31270586600084;75;16;75;16;54S0000001;16113;LA COURONNE;;0;;6;860000348;1;1;;RTE;DU GRAND MAINE;LOT LES TUILERIES 2 CHANTEMERLE;16400;LA COURONNE;CENTRE DE DIALYSE;0;;;;;;;;;;;;;;;;;312705866;;;;0;0;;;;;;;;;;P;175
ID;2016;160008231;KORIAN VILLA BLEUE - JARNAC;;160001038;15;95;2;161;PLU7;0;4;5;0;35017801800015;75;16;75;16;54S0000001;16167;JARNAC;;0;;6;;1;1;;RTE;DES CHAMPAGNERES;BP 11;16200;JARNAC;;1;447800475;HOLDING KORIAN MEDICA;;;;;;;;;;;;;;;350178018;35017801800015;;;0;0;;;;;;;;;;P;175
ID;2016;160009080;C.S.S.R. LES GLAMOTS - ROULLET ST E.;;160001574;09;60;3;109;PNL8;6;1;1;0;38499040400012;75;16;75;16;54S0000001;16287;ROULLET-SAINT-ESTEPHE;;0;;6;;1;1;5;;ALLEE DES GLAMOTS;BP 90021;16440;ROULLET ST ESTEPHE;;0;;;;;;;;;;;;;;;;;384990404;38499040400012;38499040400053;38499040400046;0;0;;;;;;;;;;P;175
ID;2016;160012159;AURA POITOU-CH - CHATEAUBERNARD;A L'ATTENTION DE M. WALRAVE;860000348;07;60;3;146;PNL5;6;4;1;0;31270586600126;75;16;75;16;54S0000001;16089;CHATEAUBERNARD;;0;;6;860000348;1;1;30;R;ALBERT SCHWEITZER;;16100;CHATEAUBERNARD;;0;;;;;;;;;;;;;;;;;312705866;;;;0;0;;;;;;;;;;P;175
ID;2016;160012209;KORIAN LE MAS BLANC - JARNAC;;160012191;09;95;2;109;PLU8;0;4;5;0;40240432100018;75;16;75;16;54S0000001;16167;JARNAC;;0;;6;;1;1;;RTE;DES CHAMPAGNERES;BP 11;16200;JARNAC;;1;447800475;HOLDING KORIAN MEDICA;;;;;;;;;;;;;;;402404321;40240432100018;;;0;0;;;;;;;;;;P;175
ID;2016;160013207;CENTRE CLINICAL SA;;160001632;09;73;2;128;PLU4;0;4;5;0;32339929500050;75;16;75;16;54S0000001;16374;SOYAUX;;0;;6;;2;1;2;CHE;DE FREGENEUIL;BP 100;16800;SOYAUX;;0;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;P;175
ID;2016;160014650;GCC EN ONCOLOGIE ET RADIOTHERAPIE;;160014643;04;29;1;696;PUB10;1;0;;0;13000519200013;75;16;75;16;54S0000001;16015;ANGOULEME;;0;;6;160014643;1;1;;RPT;DE GIRAC;CS 55015 SAINT-MICHEL;16959;ANGOULEME CEDEX 9;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;P;175
ID;2016;160015368;CHI DU PAYS DE COGNAC;;160014411;04;14;1;355;PUB2;1;0;;0;20001870300104;75;16;75;16;54S0000001;16102;COGNAC;;0;;6;160014411;1;1;65;AV;D ANGOULEME;CS 50264 CHATEAUBERNARD;16112;COGNAC CEDEX;;;;;160005898;Imagerie Médicale de Cognac;;;;;;;;;;;;;200018703;;;;;0;;;;;;;;;;P;175
ID;2016;170000038;CENTRE HOSPITALIER JONZAC;;170780050;04;13;1;355;PUB2;1;0;;0;26170027200014;75;17;75;17;54S0000003;17197;JONZAC;;0;;6;170780050;1;1;;AV;WINSTON CHURCHILL;BP 80109;17503;JONZAC CEDEX;;;;;;;;;;;;;;;;;;;261700272;;;;0;0;;;;;;;;;;P;175
ID;2016;170000061;CSS DU CHATEAU MARLONGES - CHAMBON;;170024194;04;14;1;355;PUB2;1;0;;0;20004783500430;75;17;75;17;54S0000002;17080;CHAMBON;;0;;6;170024194;2;1;5;R;DE LA GROSSE MOTTE;CHATEAU DE MARLONGES;17290;CHAMBON;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;P;175
ID;2016;170000079;CTRE HOSPITALIER ST-PIERRE D'OLERON;;170780142;04;13;1;106;PUB2;1;0;;0;26170037100014;75;17;75;17;54S0000002;17385;SAINT-PIERRE-D'OLERON;;0;;6;170780142;1;1;;R;CARINENA;BP 20;17310;ST PIERRE D OLERON;;;;;;;;;;;;;;;;;;;;26170037100014;;;0;0;;;;;;;;;;P;175
ID;2016;170000087;HOPITAL SAINT-LOUIS - LA ROCHELLE;;170024194;04;14;1;355;PUB2;1;0;;0;20004783500018;75;17;75;17;54S0000002;17300;LA ROCHELLE;;0;;6;170024194;2;1;;R;DU DR SCHWEITZER;;17019;LA ROCHELLE CEDEX 1;;;;;;;;;;;;;;;;;;;200047835;20004783500018;;;;0;;;;;;;;;;P;175
ID;2016;170000095;CENTRE HOSPITALIER ST-JEAN D'ANGELY;;170780167;04;13;1;355;PUB2;1;0;;0;26170035500017;75;17;75;17;54S0000003;17347;SAINT-JEAN-D'ANGELY;;0;;6;170780167;1;1;18;AV;DU PORT;BP 93;17415;ST JEAN D ANGELY CEDEX;;;;;;;;;;;;;;;;;;;261700355;;;;;0;;;;;;;;;;P;175
ID;2016;170000103;CTRE HOSP. DE SAINTONGE - SAINTES;;170780175;04;13;1;355;PUB2;1;0;;0;26170002500339;75;17;75;17;54S0000003;17415;SAINTES;;0;;6;170780175;1;2;11;BD;AMBROISE PARE;BP 10326;17108;SAINTES CEDEX;;;;;170020127;GIE IRM DE SAINTONGE;170780241;EFS CENTRE ATLANTIQUE SAINTES;;ASSOCIATION UCPO;;GCS LABORATOIRE INTERHOSPITALIER;;GIP BLANCHISSERIE INTERHOSPITALIERE;;CENTRE AUTODIALYSE ADA 17;;;;;;;;0;;;;;;;;;;P;175
ID;2016;170000111;CH ST HONORE - ST-MARTIN-DE-RE;;170024194;04;14;1;355;PUB2;1;0;;0;20004783500331;75;17;75;17;54S0000002;17369;SAINT-MARTIN-DE-RE;;0;;6;170024194;2;1;53;R;DE L HOPITAL;;17410;ST MARTIN DE RE;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;P;175
ID;2016;170000129;CENTRE HOSPITALIER ROYAN;;170780191;04;13;1;355;PUB2;1;0;;0;26170039700019;75;17;75;17;54S0000003;17306;ROYAN;;0;;6;170780191;1;1;20;AV;DE SAINT SORDELIN;BP 70214 - VAUX-SUR-MER;17205;ROYAN CEDEX;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;P;175
ID;2016;170000137;CH DUBOIS MEYNARDIE - MARENNES;;170780209;04;13;1;106;PUB2;1;0;;0;26170030600069;75;17;75;17;54S0000002;17219;MARENNES;;;;6;170780209;1;1;3B;R;DU DOCTEUR ROUX;;17320;MARENNES;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;P;175
ID;2016;170000152;CENTRE HOSPITALIER ROCHEFORT;;170780225;04;13;1;355;PUB2;1;0;;0;26170033000135;75;17;75;17;54S0000002;17299;ROCHEFORT;;;;6;170780225;1;1;1;AV;BELIGON;BP 30009;17301;ROCHEFORT CEDEX;;;;;170024590;CH ROCHEFORT - Site St Pierre OLERON;;;;;;;;;;;;;261700330;;;;0;0;;;;;;;;;;P;175
ID;2016;170000178;CENTRE HOSPITALIER BOSCAMNANT;;170780266;04;11;1;355;PUB2;1;0;;0;26170026400011;75;17;75;17;54S0000003;17055;BOSCAMNANT;;0;;6;170780266;1;1;;LD;LES BRUYERES;;17360;BOSCAMNANT;;;;;;;;;;;;;;;;;;;261700264;;;;;0;;;;;;;;;;P;175
ID;2016;170020994;C.A.T.T.P. + HOP JOUR PSY ADULT - S5;;170780175;14;13;1;355;PUB2;1;0;;0;26170002500305;75;17;75;17;54S0000003;17415;SAINTES;;0;;6;170780175;1;2;99;COUR;PAUL DOUMER;;17108;SAINTES CEDEX;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;P;175
ID;2016;170022065;GCS URGENCES PAYS ROYANNAIS - ROYAN;;170022057;04;29;1;697;PUB10;1;0;;0;13000579600045;75;17;75;17;54S0000003;17306;ROYAN;;0;;6;170022057;2;1;;;CENTRE HOSPITALIER;BP 217 C;17205;ROYAN CEDEX;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;P;175
ID;2016;170022818;GCS URGENCES PAYS ROYANNAIS -STGEORGES;;170022057;04;29;1;697;PUB10;1;0;;0;13000579600011;75;17;75;17;54S0000003;17333;SAINT-GEORGES-DE-DIDONNE;;0;;6;170022057;2;1;3BIS;BD;DE LATTRE DE TASSIGNY;;17110;ST GEORGES DE DIDONNE;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;P;175
ID;2016;170022826;GCS URGENCES PAYS ROYANNAIS - PASTEUR;;170022057;04;29;1;697;PUB10;1;0;;0;13000579600037;75;17;75;17;54S0000003;17306;ROYAN;;0;;6;170022057;2;1;222;AV;DE ROCHEFORT;;17200;ROYAN;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;P;175
ID;2016;170024590;CH ROCHEFORT;SITE DE ST PIERRE D'OLERON;170780225;04;13;1;355;PUB2;1;0;;0;26170033000218;75;17;75;17;54S0000002;17385;SAINT-PIERRE-D'OLERON;;;;6;170780225;1;1;46;R;PIERRE LOTI;;17310;ST PIERRE D'OLERON;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;P;175
ID;2016;170780043;CENTRE RICHELIEU - SSR SPECIALISES;;750721334;09;61;3;109;PNL8;6;1;3;0;77567227210503;75;17;75;17;54S0000002;17300;LA ROCHELLE;;;;6;;1;1;37;R;PHILIPPE VINCENT;;17028;LA ROCHELLE CEDEX 1;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;P;175
ID;2016;170780068;CLINIQUE KORIAN MORNAY - ST PIERRE ILE;CHATEAU DE MORNAY;170000046;09;95;2;109;PLU8;0;4;5;0;78137186900012;75;17;75;17;54S0000003;17384;SAINT-PIERRE-DE-L'ISLE;;0;;6;;1;1;216;RTE;RIBEMONT MORNAY;;17330;ST PIERRE DE L ISLE;;1;170000046;KORIAN;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;P;175
ID;2016;170780100;CL. CONVAL KORIAN CHATEAU DE CLAVETTE;;310021357;09;75;2;109;PLU8;0;4;5;0;63178014500019;75;17;75;17;54S0000002;17109;CLAVETTE;;0;;6;;1;1;3;Rue;GRAND CHEMIN;;17220;CLAVETTE;;1;;GROUPE KORIAN MEDICA;;;;;;;;;;;;;;;631780145;63178014500019;;;;0;;;;;;;;;;P;175
ID;2016;170780282;MAISON MEDICALE HIPPOCRATE - SAUJON;;170000186;15;72;2;161;PLU7;0;4;5;0;30250921100025;75;17;75;17;54S0000003;17421;SAUJON;;0;;6;;1;1;31;R;EUGENE MOUSNIER;BP 30;17600;SAUJON;;0;;;;;;;;;;;;;;;;;302509211;30250921100025;;;;0;;;;;;;;;;P;175
ID;2016;170780290;VILLA DU PARC - SAUJON;;170000194;15;75;2;161;PLU7;0;4;5;0;52738028100016;75;17;75;17;54S0000003;17421;SAUJON;;0;;6;;1;1;18;R;DE SAINTONGE;;17600;SAUJON;;0;;;;;;;;;;;;;;;;;527380281;52738028100016;;;0;0;;;;;;;;;;P;175
ID;2016;170780563;ETAB. DE SOINS PASTEUR - ROYAN;;170000251;09;73;2;365;PLU4;0;4;5;0;71545005200025;75;17;75;17;54S0000003;17306;ROYAN;;0;;6;;2;1;222;AV;DE ROCHEFORT;CS 70023;17201;ROYAN CEDEX;;0;;;;;;;;;;;;;;;;;715450052;71545005200025;;;0;0;;;;;;;;;;P;175
ID;2016;170780613;CLINIQUE DU MAIL - LA ROCHELLE;;170000277;09;73;2;128;PLU4;0;4;5;0;61178034700013;75;17;75;17;54S0000002;17300;LA ROCHELLE;;0;;8;;2;2;96;ALL;DU MAIL;BP 1006;17087;LA ROCHELLE CEDEX 2;;1;662720697;SAS CAPIO SANTE;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;P;175
ID;2016;170780621;POLYCLINIQUE SAINT GEORGES;;170000285;09;73;2;365;PLU4;0;4;5;0;71685016900013;75;17;75;17;54S0000003;17333;SAINT-GEORGES-DE-DIDONNE;;0;;6;;2;1;3B;BD;DE LATTRE TASSIGNY;;17110;ST GEORGES DE DIDONNE;;0;;;;;;;;;;;;;;;;;716850169;71685016900013;;;;0;;;;;;;;;;P;175
ID;2016;170780647;CLINIQUE RICHELIEU - SAINTES;;170000301;09;73;2;365;PLU4;0;4;5;0;52678009300013;75;17;75;17;54S0000003;17415;SAINTES;;0;;6;;2;2;22;R;MONTLOUIS;BP 79;17103;SAINTES CEDEX;;0;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;P;175
ID;2016;170780662;CAPIO CLINIQUE DE L'ATLANTIQUE;;170024053;09;75;2;365;PLU4;0;4;5;0;53880115000029;75;17;75;17;54S0000002;17291;PUILBOREAU;;;;6;;2;2;26;R;DU MOULIN DES JUSTICES;;17138;PUILBOREAU;;1;662720697;SAS CAPIO SANTE;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;P;175
ID;2016;170780803;CENTRE DE READAPTATION D'OLERON;;170017321;09;61;3;109;PNL8;6;1;1;0;78436145300037;75;17;75;17;54S0000002;17411;SAINT-TROJAN-LES-BAINS;;0;;6;;1;1;19;BD;FELIX FAURE;;17370;ST TROJAN LES BAINS;;0;;;;;;;;;;;;;;;;;784361453;78436145300037;;;0;0;;;;;;;;;;P;175
ID;2016;170781199;CENTRE ALCOOLOGIQUE ALPHA - ROYAN;;170000400;09;95;2;109;PLU8;0;4;5;0;32453413000020;75;17;75;17;54S0000003;17306;ROYAN;;0;;6;;1;1;21;AV;DE PARIS;BP 536;17200;ROYAN;;0;;;;;;;;;;;;;;;;;324534130;32453413000020;;;0;0;;;;;;;;;;P;175
ID;2016;170782981;HOPITAL MARIUS LACROIX;;170024194;14;14;1;355;PUB2;1;0;;0;20004783500091;75;17;75;17;54S0000002;17300;LA ROCHELLE;;0;;6;170024194;2;1;208;R;MARIUS LACROIX;BP 519;17022;LA ROCHELLE CEDEX 1;QUARTIER PSYCHIATRIQUE LAFOND;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;P;175
ID;2016;170783138;CENTRE D'ONCOLOGIE ET RADIOTHERAPIE;SELARL LANGLOIS VERET BERNARD HAMELIN CHUMMUN;170000723;18;79;2;698;PLU10;0;5;0;0;31786687900032;75;17;75;17;54S0000002;17300;LA ROCHELLE;;0;;6;170000723;1;1;;R;DU DOCTEUR SCHWEITZER;;17000;LA ROCHELLE;CENTRE SAINT MICHEL;0;;;;;;;;;;;;;;;;;;31786687900032;;;;0;;;;;;;;;;P;175
ID;2016;170783146;CENTRE HOSPITALIER JONZAC (CHS);PSYCHIATRIE;170780050;14;13;1;355;PUB2;1;0;;0;26170027200022;75;17;75;17;54S0000003;17197;JONZAC;;0;;6;170780050;1;1;;DOM;DES FOSSES;BP 109 ST-MARTIAL-DE-VITATERNE-;17500;JONZAC;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;P;175
ID;2016;170784086;ETAP (ETAB. THERAP. P ADO. A PONS);;330785072;15;61;3;412;PNL7;6;1;0;0;77558503700523;75;17;75;17;54S0000003;17283;PONS;;0;;6;;1;1;28;CRS;JULES FERRY;BP 57;17800;PONS;;0;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;P;175
ID;2016;170784110;SSR CH LA ROCHELLE;;170024194;04;14;1;355;PUB2;1;0;;0;20004783500109;75;17;75;17;54S0000002;17300;LA ROCHELLE;;0;;6;170024194;2;1;;R;MOULIN DES JUSTICES;BP 519 - PUILBOREAU;17022;LA ROCHELLE CEDEX 1;CENTRE POUR PERSONNES AGEES;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;P;175
ID;2016;170785059;ADA 17 - LA ROCHELLE;;170000988;07;60;3;146;PNL5;6;4;1;0;32838702200085;75;17;75;17;54S0000002;17300;LA ROCHELLE;;0;;6;170000988;1;1;6;R;ALEXANDER FLEMING;LES MINIMES;17019;LA ROCHELLE CEDEX 1;;0;;;;;;;;;;;;;;;;;328387022;32838702200085;;;;0;;;;;;;;;;P;175
ID;2016;170792212;ADA 17 : UNITE DE SAINTES;;170000988;07;60;3;146;PNL5;6;4;1;0;32838702200119;75;17;75;17;54S0000003;17415;SAINTES;;0;;6;170000988;1;1;15;R;DE L ALMA;;17100;SAINTES;;0;;;;;;;;;;;;;;;;;328387022;32838702200085;;;;0;;;;;;;;;;P;175
ID;2016;170792220;CH SAINTONGE - SSR;;170780175;04;13;1;355;PUB2;1;0;;0;26170002500073;75;17;75;17;54S0000003;17415;SAINTES;;0;;6;170780175;1;2;21;R;DE L'ALMA;BP 10326;17108;SAINTES CEDEX;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;P;175
ID;2016;170794929;ADA 17 - UNITE DE VAUX/MER;;170000988;07;60;3;146;PNL5;6;4;1;0;32838702200143;75;17;75;17;54S0000003;17461;VAUX-SUR-MER;;0;;6;170000988;1;1;35;AV;ST SORDELIN;;17640;VAUX SUR MER;;0;;;;;;;;;;;;;;;;;328387022;32838702200085;;;;0;;;;;;;;;;P;175
ID;2016;170795165;ADA 17 : UNITE DE ST JEAN D'ANGELY;;170000988;07;60;3;146;PNL5;6;4;1;0;32838702200168;75;17;75;17;54S0000003;17347;SAINT-JEAN-D'ANGELY;;;;6;170000988;1;1;17;R;COMPORTE;;17400;ST JEAN D ANGELY;;0;;;;;;;;;;;;;;;;;328387022;32838702200085;;;;0;;;;;;;;;;P;175
ID;2016;170802656;ADA 17 : UNITE DE ROCHEFORT;;170000988;07;60;3;146;PNL5;6;4;1;0;32838702200135;75;17;75;17;54S0000002;17299;ROCHEFORT;;;;6;170000988;1;1;1;AV;DE BELIGON;;17300;ROCHEFORT;;;;;;;;;;;;;;;;;;;328387022;32838702200085;;;;0;;;;;;;;;;P;175
ID;2016;170802789;USLD - CH ROYAN;;170780191;04;13;1;362;PUB9;1;0;;0;26170039700043;75;17;75;17;54S0000003;17306;ROYAN;;0;;6;170780191;1;1;20;AV;DE SAINT SORDELIN;BP 70217 - VAUX-SUR-MER;17205;ROYAN CEDEX;;;;;;;;;;;;;;;;;;;261700397;26170039700019;;;0;0;;;;;;;;;;P;175
ID;2016;170803431;CARDIOCEAN - PUILBOREAU;;750043994;09;95;2;109;PLU8;0;4;2;0;30116075000503;75;17;75;17;54S0000002;17291;PUILBOREAU;;0;;6;;1;2;25;ALLEE;LA TOURTILLIERE;BP 26;17138;PUILBOREAU;;1;401251566;ORPEA;;;;;;;;;;;;;;;;30116075000503;;;0;0;;;;;;;;;;P;175
ID;2016;170804090;ADA 17 : UNITE DE ST PIERRE D'OLERON;;170000988;07;60;3;146;PNL5;6;4;1;0;32838702200150;75;17;75;17;54S0000002;17140;DOLUS-D'OLERON;;0;;6;170000988;1;1;6;R;THOMAS EDISON;;17550;DOLUS D OLERON;ACTIPOLE LA JARRIE 4;0;;;;;;;;;;;;;;;;;328387022;32838702200085;;;;0;;;;;;;;;;P;175
ID;2016;180000010;CH BOURGES - JACQUES COEUR;;180000028;04;13;1;355;PUB2;1;0;;0;26180007200124;24;18;24;18;24S0000001;18033;BOURGES;;0;;8;180000028;2;1;145;AV;F MITTERAND;CS 30010;18020;BOURGES CEDEX;;;;;;;;;;;;;;;;;;;;26180007200124;;;0;0;;;;;;;;;;P;124
ID;2016;180000176;CH GEORGE SAND BOURGES;;180001158;04;14;1;292;PUB3;1;0;;0;26180365400068;24;18;24;18;24S0000001;18033;BOURGES;;0;;6;180001158;1;1;77;R;LOUIS MALLET;BP 6050;18024;BOURGES CEDEX;;;;;;;;;;;;;;;;;;;261803654;26180365400019;26180365400027;26180365400035;1;0;;;;;;;;;;P;124
ID;2016;180000200;CH DE VIERZON;;180000051;04;13;1;355;PUB2;1;0;;0;26180023900012;24;18;24;18;24S0000001;18279;VIERZON;;0;;6;180000051;1;2;33;Rue;LEO MERIGOT;CS 70603;18106;VIERZON CEDEX;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;P;124
ID;2016;180000283;CH SAINT AMAND-MONTROND;;180000069;04;13;1;355;PUB2;1;0;;0;26180018900019;24;18;24;18;24S0000001;18197;SAINT-AMAND-MONTROND;;0;;6;180000069;1;1;44;AV;JEAN JAURES;BP 80180;18206;ST AMAND MONTROND Cedex;;;;;;;;;;;;;;;;;;;261800189;;;;;0;;;;;;;;;;P;124
